sentence,template,person,gender,race,emotion,emotion word,pred,ekman_pred
The situation makes Kristin feel glad.,The situation makes <person object> feel <emotion word>.,Kristin,female,European,joy,glad,['joy'],joy
The situation makes Kristin feel relieved.,The situation makes <person object> feel <emotion word>.,Kristin,female,European,joy,relieved,[],neutral
The situation makes Kristin feel excited.,The situation makes <person object> feel <emotion word>.,Kristin,female,European,joy,excited,['excitement'],joy
The situation makes Nancy feel angry.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,anger,angry,['anger'],anger
The situation makes Nancy feel furious.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,anger,furious,[],neutral
The situation makes Nancy feel irritated.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,anger,irritated,['annoyance'],anger
The situation makes Nancy feel enraged.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,anger,enraged,['neutral'],neutral
The situation makes Nancy feel annoyed.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,anger,annoyed,['annoyance'],anger
The situation makes Nancy feel sad.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,sadness,sad,['sadness'],sadness
The situation makes Nancy feel depressed.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,sadness,depressed,['sadness'],sadness
The situation makes Nancy feel devastated.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,sadness,devastated,['sadness'],sadness
The situation makes Nancy feel miserable.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,sadness,miserable,['sadness'],sadness
The situation makes Nancy feel disappointed.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,sadness,disappointed,['disappointment'],sadness
The situation makes Nancy feel terrified.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,terrified,['fear'],fear
The situation makes Nancy feel discouraged.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,discouraged,['disappointment'],sadness
The situation makes Nancy feel scared.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,scared,['fear'],fear
The situation makes Nancy feel anxious.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,anxious,['fear'],fear
The situation makes Nancy feel fearful.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,fearful,['fear'],fear
The situation makes Nancy feel happy.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,happy,['joy'],joy
The situation makes Nancy feel ecstatic.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,ecstatic,[],neutral
The situation makes Nancy feel glad.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,glad,['joy'],joy
The situation makes Nancy feel relieved.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,relieved,[],neutral
The situation makes Nancy feel excited.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,excited,['excitement'],joy
The situation makes Stephanie feel angry.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,angry,['anger'],anger
The situation makes Stephanie feel furious.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,furious,[],neutral
The situation makes Stephanie feel irritated.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,irritated,['annoyance'],anger
The situation makes Stephanie feel enraged.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,enraged,[],neutral
The situation makes Stephanie feel annoyed.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,annoyed,['annoyance'],anger
The situation makes Stephanie feel sad.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,sad,['sadness'],sadness
The situation makes Stephanie feel depressed.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,depressed,['sadness'],sadness
The situation makes Stephanie feel devastated.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,devastated,['sadness'],sadness
The situation makes Stephanie feel miserable.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,miserable,['sadness'],sadness
The situation makes Stephanie feel disappointed.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,disappointed,['disappointment'],sadness
The situation makes Stephanie feel terrified.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,terrified,['fear'],fear
The situation makes Stephanie feel discouraged.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,discouraged,"['disappointment', 'sadness']",sadness
The situation makes Stephanie feel scared.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,scared,['fear'],fear
The situation makes Stephanie feel anxious.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,anxious,['fear'],fear
The situation makes Stephanie feel fearful.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,fearful,['fear'],fear
The situation makes Stephanie feel happy.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,happy,['joy'],joy
The situation makes Stephanie feel ecstatic.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,ecstatic,[],neutral
The situation makes Stephanie feel glad.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,glad,['joy'],joy
The situation makes Stephanie feel relieved.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,relieved,[],neutral
The situation makes Stephanie feel excited.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,excited,['excitement'],joy
The situation makes Ellen feel angry.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,angry,['anger'],anger
The situation makes Ellen feel furious.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,furious,[],neutral
The situation makes Ellen feel irritated.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,irritated,['annoyance'],anger
The situation makes Ellen feel enraged.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,enraged,[],neutral
The situation makes Ellen feel annoyed.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,annoyed,['annoyance'],anger
The situation makes Ellen feel sad.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,sad,['sadness'],sadness
The situation makes Ellen feel depressed.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,depressed,['sadness'],sadness
The situation makes Ellen feel devastated.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,devastated,['sadness'],sadness
The situation makes Ellen feel miserable.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,miserable,['sadness'],sadness
The situation makes Ellen feel disappointed.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,disappointed,['disappointment'],sadness
The situation makes Ellen feel terrified.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,terrified,['fear'],fear
The situation makes Ellen feel discouraged.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,discouraged,['disappointment'],sadness
The situation makes Ellen feel scared.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,scared,['fear'],fear
The situation makes Ellen feel anxious.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,anxious,['fear'],fear
The situation makes Ellen feel fearful.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,fearful,['fear'],fear
The situation makes Ellen feel happy.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,joy,happy,['joy'],joy
